ID;R;G;B;Country;StateName;ProvinceName
2254;188;57;234;Burkina Faso;Plateau-Central;Oubritenga
2255;121;192;108;Burkina Faso;Sahel;Oudalan
2256;145;183;176;Burkina Faso;Sahel;Séno
2257;237;211;212;Burkina Faso;Sahel;Soum
2258;65;45;87;Burkina Faso;Sahel;Yagha
2259;253;76;140;Burkina Faso;Sud-Ouest;Bougouriba
2260;195;53;239;Burkina Faso;Sud-Ouest;Ioba
2261;103;153;118;Burkina Faso;Sud-Ouest;Noumbiel
2262;128;75;204;Burkina Faso;Sud-Ouest;Poni
2263;127;175;251;Bangladesh;Barisal;Barguna
2264;232;84;179;Bangladesh;Barisal;Barisal
2265;206;140;236;Bangladesh;Barisal;Bhola
2266;237;100;229;Bangladesh;Barisal;Jhalokati
2267;111;216;69;Bangladesh;Barisal;Patuakhali
2268;147;120;248;Bangladesh;Barisal;Pirojpur
2269;204;200;86;Bangladesh;Chittagong;Bandarban
2270;95;80;131;Bangladesh;Chittagong;Brahamanbaria
2271;182;119;160;Bangladesh;Chittagong;Chandpur
2272;169;78;180;Bangladesh;Chittagong;Chittagong
2273;84;94;140;Bangladesh;Chittagong;Comilla
2274;81;58;252;Bangladesh;Chittagong;Cox'S Bazar
2275;143;225;117;Bangladesh;Chittagong;Feni
2276;167;235;105;Bangladesh;Chittagong;Khagrachhari
2277;164;250;125;Bangladesh;Chittagong;Lakshmipur
2278;192;47;181;Bangladesh;Chittagong;Noakhali
2279;212;239;236;Bangladesh;Chittagong;Rangamati
2280;116;152;86;Bangladesh;Dhaka;Dhaka
2281;247;235;80;Bangladesh;Dhaka;Faridpur
2282;52;103;57;Bangladesh;Dhaka;Gazipur
2283;204;47;87;Bangladesh;Dhaka;Gopalganj
2284;117;92;85;Bangladesh;Dhaka;Kishoreganj
2285;134;124;142;Bangladesh;Dhaka;Madaripur
2286;176;230;148;Bangladesh;Dhaka;Manikganj
2287;153;192;226;Bangladesh;Dhaka;Munshiganj
2288;162;102;151;Bangladesh;Dhaka;Narayanganj
2289;173;128;242;Bangladesh;Dhaka;Narsingdi
2290;171;240;152;Bangladesh;Dhaka;Rajbari
2291;189;209;236;Bangladesh;Dhaka;Shariatpur
2292;111;197;226;Bangladesh;Dhaka;Tangail
2293;51;141;236;Bangladesh;Khulna;Bagerhat
2294;86;50;203;Bangladesh;Khulna;Chuadanga
2295;59;239;235;Bangladesh;Khulna;Jessore
2296;123;184;178;Bangladesh;Khulna;Jhenaidah
2297;181;238;143;Bangladesh;Khulna;Khulna
2298;245;172;99;Bangladesh;Khulna;Kushtia
2299;121;215;136;Bangladesh;Khulna;Magura
2300;115;168;135;Bangladesh;Khulna;Meherpur
2301;116;229;227;Bangladesh;Khulna;Narail
2302;59;113;199;Bangladesh;Khulna;Satkhira
2303;90;209;142;Bangladesh;Mymensingh;Jamalpur
2304;181;166;82;Bangladesh;Mymensingh;Mymensingh
2305;113;122;120;Bangladesh;Mymensingh;Netrakona
2306;221;136;105;Bangladesh;Mymensingh;Sherpur
2307;97;150;180;Bangladesh;Rajshahi;Bogra
2308;220;203;166;Bangladesh;Rajshahi;Joypurhat
2309;247;156;187;Bangladesh;Rajshahi;Naogaon
2310;191;171;62;Bangladesh;Rajshahi;Natore
2311;97;69;47;Bangladesh;Rajshahi;Nawabganj
2312;197;61;222;Bangladesh;Rajshahi;Pabna
2313;89;148;162;Bangladesh;Rajshahi;Rajshahi
2314;244;246;129;Bangladesh;Rajshahi;Sirajganj
2315;121;166;79;Bangladesh;Rangpur;Dinajpur
2316;148;215;94;Bangladesh;Rangpur;Gaibandha
2317;187;149;220;Bangladesh;Rangpur;Kurigram
2318;253;102;186;Bangladesh;Rangpur;Lalmonirhat
2319;156;249;247;Bangladesh;Rangpur;Nilphamari
2320;51;225;49;Bangladesh;Rangpur;Panchagarh
2321;243;254;241;Bangladesh;Rangpur;Rangpur
2322;196;45;45;Bangladesh;Rangpur;Thakurgaon
2323;62;161;191;Bangladesh;Sylhet;Habiganj
2324;249;184;164;Bangladesh;Sylhet;Maulvibazar
2325;222;119;180;Bangladesh;Sylhet;Sunamganj
2326;207;190;148;Bangladesh;Sylhet;Sylhet
2327;207;58;78;Bulgaria;Blagoevgrad;Bansko
2328;77;216;252;Bulgaria;Blagoevgrad;Belitsa
2329;222;213;239;Bulgaria;Blagoevgrad;Blagoevgrad
2330;112;74;120;Bulgaria;Blagoevgrad;Garmen
2331;187;139;54;Bulgaria;Blagoevgrad;Gotse Delchev
2332;45;70;191;Bulgaria;Blagoevgrad;Hadzhidimovo
2333;106;62;109;Bulgaria;Blagoevgrad;Kresna
2334;229;175;161;Bulgaria;Blagoevgrad;Petrich
2335;66;211;132;Bulgaria;Blagoevgrad;Razlog
2336;119;55;94;Bulgaria;Blagoevgrad;Sandanski
2337;108;154;190;Bulgaria;Blagoevgrad;Satovcha
2338;96;180;241;Bulgaria;Blagoevgrad;Simitli
2339;95;157;162;Bulgaria;Blagoevgrad;Strumyani
2340;96;128;214;Bulgaria;Blagoevgrad;Yakoruda
2341;126;170;111;Bulgaria;Burgas;Aitos
2342;197;82;172;Bulgaria;Burgas;Burgas
2343;164;110;255;Bulgaria;Burgas;Kameno
2344;226;239;189;Bulgaria;Burgas;Karnobat
2345;188;127;200;Bulgaria;Burgas;Malko Tarnovo
2346;158;93;249;Bulgaria;Burgas;Nesebar
2347;111;214;70;Bulgaria;Burgas;Pomorie
2348;147;126;45;Bulgaria;Burgas;Primorsko
2349;142;100;108;Bulgaria;Burgas;Ruen
2350;186;161;254;Bulgaria;Burgas;Sozopol
2351;218;90;213;Bulgaria;Burgas;Sredets
2352;90;149;123;Bulgaria;Burgas;Sungurlare
2353;219;223;203;Bulgaria;Burgas;Tsarevo
2354;246;217;188;Bulgaria;Dobrich;Balchik
2355;152;231;112;Bulgaria;Dobrich;Dobrich
2356;179;193;76;Bulgaria;Dobrich;Dobrich-selska
2357;91;102;252;Bulgaria;Dobrich;General Toshevo
2358;226;173;135;Bulgaria;Dobrich;Kavarna
2359;62;121;119;Bulgaria;Dobrich;Krushari
2360;161;233;167;Bulgaria;Dobrich;Shabla
2361;222;89;156;Bulgaria;Dobrich;Tervel
2362;58;187;158;Bulgaria;Gabrovo;Dryanovo
2363;196;139;243;Bulgaria;Gabrovo;Gabrovo
2364;245;149;97;Bulgaria;Gabrovo;Sevlievo
2365;160;65;234;Bulgaria;Gabrovo;Tryavna
2366;239;123;235;Bulgaria;Grad Sofiya;Stolichna
2367;220;190;138;Bulgaria;Haskovo;Dimitrovgrad
2368;177;219;191;Bulgaria;Haskovo;Harmanli
2369;97;253;114;Bulgaria;Haskovo;Haskovo
2370;136;88;134;Bulgaria;Haskovo;Ivaylovgrad
2371;100;57;62;Bulgaria;Haskovo;Lyubimets
2372;57;132;183;Bulgaria;Haskovo;Madzharovo
2373;66;251;143;Bulgaria;Haskovo;Mineralni Bani
2374;105;144;151;Bulgaria;Haskovo;Simeonovgrad
2375;92;156;131;Bulgaria;Haskovo;Stambolovo
2376;108;201;214;Bulgaria;Haskovo;Svilengrad
2377;89;116;83;Bulgaria;Haskovo;Topolovgrad
2378;246;177;231;Bulgaria;Kardzhali;Ardino
2379;242;183;159;Bulgaria;Kardzhali;Chernoochene
2380;213;47;63;Bulgaria;Kardzhali;Dzhebel
2381;160;177;183;Bulgaria;Kardzhali;Kardzhali
2382;190;198;174;Bulgaria;Kardzhali;Kirkovo
2383;105;60;221;Bulgaria;Kardzhali;Krumovgrad
2384;252;244;134;Bulgaria;Kardzhali;Momchilgrad
2385;255;190;222;Bulgaria;Kardzhali;Skalna Glava
2386;175;198;182;Bulgaria;Kyustendil;Boboshevo
2387;130;225;127;Bulgaria;Kyustendil;Bobovdol
2388;66;237;222;Bulgaria;Kyustendil;Dupnitsa
2389;95;158;230;Bulgaria;Kyustendil;Kocherinovo
2390;177;46;157;Bulgaria;Kyustendil;Kyustendil
2391;148;170;242;Bulgaria;Kyustendil;Nevestino
2392;214;84;197;Bulgaria;Kyustendil;Rila
2393;53;243;190;Bulgaria;Kyustendil;Sapareva Banya
2394;145;143;235;Bulgaria;Kyustendil;Treklyano
2395;224;98;221;Bulgaria;Lovech;Apriltsi
2396;214;101;182;Bulgaria;Lovech;Letnitsa
2397;152;248;48;Bulgaria;Lovech;Loukovit
2398;234;125;79;Bulgaria;Lovech;Lovech
2399;169;168;102;Bulgaria;Lovech;Teteven
2400;253;121;244;Bulgaria;Lovech;Troyan
2401;252;250;140;Bulgaria;Lovech;Ugarchin
2402;198;243;105;Bulgaria;Lovech;Yablanitsa
2403;165;242;221;Bulgaria;Montana;Berkovitsa
2404;143;96;165;Bulgaria;Montana;Boichinovtsi
2405;89;59;193;Bulgaria;Montana;Brusartsi
2406;207;207;90;Bulgaria;Montana;Chiprovtsi
2407;50;231;207;Bulgaria;Montana;Georgy Damyanovo
2408;169;133;189;Bulgaria;Montana;Lom
2409;101;176;165;Bulgaria;Montana;Medkovets
2410;198;128;127;Bulgaria;Montana;Montana
2411;160;183;105;Bulgaria;Montana;Valchedram
2412;90;171;84;Bulgaria;Montana;Varshets
2413;137;138;47;Bulgaria;Montana;Yakimovo
2414;51;188;212;Bulgaria;Pazardzhik;Batak
2415;202;157;104;Bulgaria;Pazardzhik;Belovo
2416;211;99;221;Bulgaria;Pazardzhik;Bratsigovo
2417;211;142;99;Bulgaria;Pazardzhik;Lesichevo
2418;209;190;143;Bulgaria;Pazardzhik;Panagyurishte
2419;115;122;244;Bulgaria;Pazardzhik;Pazardzhik
2420;77;184;195;Bulgaria;Pazardzhik;Peshtera
2421;205;210;76;Bulgaria;Pazardzhik;Rakitovo
2422;249;224;252;Bulgaria;Pazardzhik;Septemvri
2423;102;218;87;Bulgaria;Pazardzhik;Strelcha
2424;211;173;111;Bulgaria;Pazardzhik;Velingrad
2425;141;199;173;Bulgaria;Pernik;Breznik
2426;152;216;140;Bulgaria;Pernik;Kovachevtsi
2427;229;148;239;Bulgaria;Pernik;Pernik
2428;235;58;218;Bulgaria;Pernik;Radomir
2429;182;154;60;Bulgaria;Pernik;Tran
2430;243;245;106;Bulgaria;Pernik;Zemen
2431;134;238;168;Bulgaria;Pleven;Belene
2432;186;106;103;Bulgaria;Pleven;Cherven Bryag
2433;196;46;160;Bulgaria;Pleven;Dolna Mitropoliya
2434;253;94;63;Bulgaria;Pleven;Dolni Dabnik
2435;163;142;104;Bulgaria;Pleven;Gulyantsi
2436;182;221;122;Bulgaria;Pleven;Iskar
2437;83;251;133;Bulgaria;Pleven;Knezha
2438;254;211;250;Bulgaria;Pleven;Levski
2439;111;237;54;Bulgaria;Pleven;Nikopol
2440;249;129;51;Bulgaria;Pleven;Pleven
2441;218;114;222;Bulgaria;Pleven;Pordim
2442;174;113;201;Bulgaria;Plovdiv;Asenovgrad
2443;230;241;66;Bulgaria;Plovdiv;Brezovo
2444;92;70;233;Bulgaria;Plovdiv;Hisar
2445;78;184;159;Bulgaria;Plovdiv;Kaloyanovo
2446;79;237;128;Bulgaria;Plovdiv;Karlovo
2447;66;181;230;Bulgaria;Plovdiv;Krichim
2448;144;126;178;Bulgaria;Plovdiv;Laki
2449;208;140;190;Bulgaria;Plovdiv;Maritsa
2450;124;150;244;Bulgaria;Plovdiv;Parvomay
2451;139;51;222;Bulgaria;Plovdiv;Perushtitsa
2452;123;69;110;Bulgaria;Plovdiv;Plovdiv
2453;223;51;198;Bulgaria;Plovdiv;Rakovski
2454;96;181;78;Bulgaria;Plovdiv;Rodopi
2455;110;209;126;Bulgaria;Plovdiv;Sadovo
2456;251;112;199;Bulgaria;Plovdiv;Saedinenie
2457;173;207;210;Bulgaria;Plovdiv;Stamboliyski
2458;171;255;47;Bulgaria;Razgrad;Isperih
2459;183;86;68;Bulgaria;Razgrad;Kubrat
2460;45;213;69;Bulgaria;Razgrad;Loznitsa
2461;206;163;194;Bulgaria;Razgrad;Razgrad
2462;236;229;45;Bulgaria;Razgrad;Samuil
2463;183;205;143;Bulgaria;Razgrad;Tsar Kaloyan
2464;123;105;71;Bulgaria;Razgrad;Zavet
2465;77;254;114;Bulgaria;Ruse;Borovo
2466;174;55;199;Bulgaria;Ruse;Byala
2467;92;233;155;Bulgaria;Ruse;Dve Mogili
2468;103;66;202;Bulgaria;Ruse;Ivanovo
2469;231;70;206;Bulgaria;Ruse;Rousse
2470;104;121;242;Bulgaria;Ruse;Slivo Pole
2471;245;249;117;Bulgaria;Ruse;Tsenovo
2472;81;139;133;Bulgaria;Ruse;Vetovo
2473;253;78;70;Bulgaria;Shumen;Gara Hitrino
2474;126;142;112;Bulgaria;Shumen;Kaolinovo
2475;222;241;217;Bulgaria;Shumen;Kaspichan
2476;222;249;52;Bulgaria;Shumen;Nikola Kozlevo
2477;106;222;210;Bulgaria;Shumen;Novi Pazar
2478;102;80;77;Bulgaria;Shumen;Preslav
2479;137;213;218;Bulgaria;Shumen;Shumen
2480;248;201;248;Bulgaria;Shumen;Smyadovo
2481;168;248;167;Bulgaria;Shumen;Varbitsa
2482;243;57;215;Bulgaria;Shumen;Venets
2483;111;159;62;Bulgaria;Silistra;Alfatar
2484;254;238;233;Bulgaria;Silistra;Dulovo
2485;72;120;97;Bulgaria;Silistra;Glavinitsa
2486;248;210;223;Bulgaria;Silistra;Kainardzha
2487;148;176;67;Bulgaria;Silistra;Silistra
2488;83;246;154;Bulgaria;Silistra;Sitovo
2489;121;107;228;Bulgaria;Silistra;Tutrakan
2490;54;70;153;Bulgaria;Sliven;Kotel
2491;214;174;55;Bulgaria;Sliven;Nova Zagora
2492;113;85;154;Bulgaria;Sliven;Sliven
2493;69;215;77;Bulgaria;Sliven;Tvarditsa
2494;102;129;169;Bulgaria;Smolyan;Banite
2495;136;102;180;Bulgaria;Smolyan;Borino
2496;250;192;200;Bulgaria;Smolyan;Chepelare
2497;160;109;94;Bulgaria;Smolyan;Devin
2498;175;145;105;Bulgaria;Smolyan;Dospat
2499;190;231;95;Bulgaria;Smolyan;Madan
2500;144;175;232;Bulgaria;Smolyan;Nedelino
2501;231;120;70;Bulgaria;Smolyan;Rudozem
2502;97;96;141;Bulgaria;Smolyan;Smolyan
2503;202;239;91;Bulgaria;Smolyan;Zlatograd
2504;234;49;228;Bulgaria;Sofia;Anton
2505;47;83;236;Bulgaria;Sofia;Botevgrad
2506;81;92;175;Bulgaria;Sofia;Bozhurishte
2507;134;83;94;Bulgaria;Sofia;Chavdar
2508;252;61;150;Bulgaria;Sofia;Chelopech
2509;59;181;171;Bulgaria;Sofia;Dolna Banya
2510;161;161;143;Bulgaria;Sofia;Dragoman
2511;111;152;111;Bulgaria;Sofia;Elin Pelin
2512;213;128;78;Bulgaria;Sofia;Etropole
2513;221;87;96;Bulgaria;Sofia;Godech
2514;83;250;185;Bulgaria;Sofia;Gorna Malina
2515;78;250;166;Bulgaria;Sofia;Ihtiman
2516;250;255;69;Bulgaria;Sofia;Koprivshtitsa
2517;119;101;160;Bulgaria;Sofia;Kostenets
2518;234;214;84;Bulgaria;Sofia;Kostinbrod
2519;154;247;66;Bulgaria;Sofia;Mirkovo
2520;197;223;108;Bulgaria;Sofia;Pirdop
2521;55;95;251;Bulgaria;Sofia;Pravets
2522;200;212;99;Bulgaria;Sofia;Samokov
2523;149;173;204;Bulgaria;Sofia;Slivnitsa
2524;232;168;104;Bulgaria;Sofia;Svoge
2525;98;143;202;Bulgaria;Sofia;Zlatitsa
2526;170;225;105;Bulgaria;Stara Zagora;Bratya Daskalovi
2527;217;196;169;Bulgaria;Stara Zagora;Chirpan
2528;97;78;181;Bulgaria;Stara Zagora;Galabovo
2529;165;129;130;Bulgaria;Stara Zagora;Gurkovo
2530;195;62;179;Bulgaria;Stara Zagora;Kazanlak
2531;98;103;111;Bulgaria;Stara Zagora;Maglizh
2532;62;49;205;Bulgaria;Stara Zagora;Nikolaevo
2533;169;232;121;Bulgaria;Stara Zagora;Opan
2534;227;225;151;Bulgaria;Stara Zagora;Pavel Banya
2535;106;60;60;Bulgaria;Stara Zagora;Radnevo
2536;195;211;129;Bulgaria;Stara Zagora;Stara Zagora
2537;242;100;186;Bulgaria;Targovishte;Antonovo
2538;112;84;110;Bulgaria;Targovishte;Omurtag
2539;231;153;238;Bulgaria;Targovishte;Opaka
2540;45;198;162;Bulgaria;Targovishte;Popovo
2541;223;149;229;Bulgaria;Targovishte;Targovishte
2542;202;179;54;Bulgaria;Varna;Aksakovo
2543;219;130;232;Bulgaria;Varna;Avren
2544;182;138;219;Bulgaria;Varna;Beloslav
2545;157;127;106;Bulgaria;Varna;Byala
2546;71;96;81;Bulgaria;Varna;Dalgopol
2547;68;167;209;Bulgaria;Varna;Devnya
2548;134;105;230;Bulgaria;Varna;Dolni Chiflik
2549;64;218;138;Bulgaria;Varna;Provadiya
2550;94;192;67;Bulgaria;Varna;Suvorovo
2551;228;132;189;Bulgaria;Varna;Valchi Dol
2552;248;233;115;Bulgaria;Varna;Varna
2553;77;120;173;Bulgaria;Varna;Vetrino
2554;82;150;108;Bulgaria;Veliko Tarnovo;Elena
2555;113;158;125;Bulgaria;Veliko Tarnovo;Gorna Orhyahovitsa
2556;173;233;206;Bulgaria;Veliko Tarnovo;Lyaskovets
2557;105;59;96;Bulgaria;Veliko Tarnovo;Pavlikeni
2558;251;130;201;Bulgaria;Veliko Tarnovo;Polski Trambesh
2559;190;77;76;Bulgaria;Veliko Tarnovo;Strazhitsa
2560;46;61;178;Bulgaria;Veliko Tarnovo;Suhindol
2561;65;247;148;Bulgaria;Veliko Tarnovo;Svishtov
2562;150;170;203;Bulgaria;Veliko Tarnovo;Veliko Tarnovo
2563;187;149;54;Bulgaria;Veliko Tarnovo;Zlataritsa
2564;115;78;104;Bulgaria;Vidin;Belogradchik
2565;67;57;90;Bulgaria;Vidin;Boinitsa
2566;169;78;147;Bulgaria;Vidin;Bregovo
2567;226;55;108;Bulgaria;Vidin;Chuprene
2568;158;102;230;Bulgaria;Vidin;Dimovo
2569;130;217;223;Bulgaria;Vidin;Gramada
2570;110;161;90;Bulgaria;Vidin;Kula
2571;184;149;145;Bulgaria;Vidin;Makresh
2572;207;207;88;Bulgaria;Vidin;Novo Selo
2573;237;87;96;Bulgaria;Vidin;Ruzh
2574;168;125;160;Bulgaria;Vidin;Vidin
2575;53;85;136;Bulgaria;Vratsa;Borovan
2576;162;160;228;Bulgaria;Vratsa;Byala Slatina
2577;231;69;225;Bulgaria;Vratsa;Hairedin
2578;86;100;199;Bulgaria;Vratsa;Kozloduy
2579;79;136;65;Bulgaria;Vratsa;Krivodol
2580;187;98;223;Bulgaria;Vratsa;Mezdra
2581;135;255;225;Bulgaria;Vratsa;Miziya
2582;90;120;53;Bulgaria;Vratsa;Oryahovo
2583;179;169;69;Bulgaria;Vratsa;Roman
2584;205;230;163;Bulgaria;Vratsa;Vratsa
2585;81;239;114;Bulgaria;Yambol;Bolyarovo
2586;225;76;226;Bulgaria;Yambol;Elhovo
2587;125;224;127;Bulgaria;Yambol;Straldzha
2588;75;90;210;Bulgaria;Yambol;Tundzha
2589;57;92;196;Bulgaria;Yambol;Yambol
2590;155;210;187;Bosnia and Herzegovina;Brčko;Brčko
2591;190;169;71;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Bosnian Podrinje
2592;120;93;221;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Canton 10
2593;239;134;195;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Central Bosnia
2594;200;80;174;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Herzegovina-Neretva
2595;241;98;93;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Posavina
2596;120;133;77;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Sarajevo
2597;160;169;65;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Tuzla
2598;162;49;227;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Una-Sana
2599;183;155;207;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;West Herzegovina
2600;116;150;231;Bosnia and Herzegovina;Federacija Bosna i Hercegovina;Zenica-Doboj
2601;147;81;173;Bosnia and Herzegovina;Repuplika Srpska;Banja Luka
2602;166;185;51;Bosnia and Herzegovina;Repuplika Srpska;Bijeljina
2603;180;85;141;Bosnia and Herzegovina;Repuplika Srpska;Doboj
2604;95;134;65;Bosnia and Herzegovina;Repuplika Srpska;Foča
2605;125;224;194;Bosnia and Herzegovina;Repuplika Srpska;Istočno Sarajevo
2606;221;239;86;Bosnia and Herzegovina;Repuplika Srpska;Trebinje
2607;61;137;133;Bosnia and Herzegovina;Repuplika Srpska;Vlasenica
2608;112;126;245;Saint-Barthélemy;Au Vent;Anse du Gouverneur
2609;208;200;107;Saint-Barthélemy;Au Vent;Anse du Grand Cul-de-Sac
2610;85;135;62;Saint-Barthélemy;Au Vent;Barrière des Quatres Vents
2611;178;61;83;Saint-Barthélemy;Au Vent;Camaruche
2612;141;143;158;Saint-Barthélemy;Au Vent;Devet
2613;232;222;235;Saint-Barthélemy;Au Vent;Gouverneur
2614;203;239;69;Saint-Barthélemy;Au Vent;Grand Cul-de-Sac
2615;105;225;251;Saint-Barthélemy;Au Vent;Grand Fond
2616;238;169;106;Saint-Barthélemy;Au Vent;Grande Saline
2617;212;182;227;Saint-Barthélemy;Au Vent;Isles
2618;54;199;57;Saint-Barthélemy;Au Vent;Lorient
2619;82;155;152;Saint-Barthélemy;Au Vent;Marigot
2620;202;75;190;Saint-Barthélemy;Au Vent;Mont Jean
2621;126;160;156;Saint-Barthélemy;Au Vent;Morne Criquet
2622;73;203;224;Saint-Barthélemy;Au Vent;Morne de Dépoudré
2623;108;76;150;Saint-Barthélemy;Au Vent;Morne Rouge
2624;135;202;250;Saint-Barthélemy;Au Vent;Petit Cul-de-Sac
2625;176;120;76;Saint-Barthélemy;Au Vent;Petite Saline
2626;200;104;226;Saint-Barthélemy;Au Vent;Pointe Milou
2627;113;221;223;Saint-Barthélemy;Au Vent;Toiny
2628;159;46;155;Saint-Barthélemy;Au Vent;Vitet
2629;124;59;193;Saint-Barthélemy;Sous le Vent;Aéroport
2630;229;115;247;Saint-Barthélemy;Sous le Vent;Anse des Cayes
2631;120;63;235;Saint-Barthélemy;Sous le Vent;Anse des Lézards
2632;173;77;49;Saint-Barthélemy;Sous le Vent;Carénage
2633;161;225;204;Saint-Barthélemy;Sous le Vent;Col de la Tourmente
2634;204;107;67;Saint-Barthélemy;Sous le Vent;Colombier
2635;153;232;145;Saint-Barthélemy;Sous le Vent;Corossol
2636;232;69;207;Saint-Barthélemy;Sous le Vent;Flamands
2637;142;165;165;Saint-Barthélemy;Sous le Vent;Grande Vigie
2638;187;247;84;Saint-Barthélemy;Sous le Vent;Gustavia
2639;98;139;161;Saint-Barthélemy;Sous le Vent;Isles
2640;126;211;174;Saint-Barthélemy;Sous le Vent;La Grande Montagne
2641;132;118;77;Saint-Barthélemy;Sous le Vent;La Pointe
2642;92;127;83;Saint-Barthélemy;Sous le Vent;Le Château
2643;179;213;196;Saint-Barthélemy;Sous le Vent;Le Palidor
2644;233;232;164;Saint-Barthélemy;Sous le Vent;Lurin
2645;90;49;253;Saint-Barthélemy;Sous le Vent;Merlette
2646;57;59;75;Saint-Barthélemy;Sous le Vent;Public
2647;243;142;241;Saint-Barthélemy;Sous le Vent;Quartier du Roi
2648;79;254;139;Saint-Barthélemy;Sous le Vent;Saint-Jean
2649;82;137;160;Saint-Barthélemy;Sous le Vent;Terre Neuve
2650;219;244;60;Belarus;Brest;Baranavichy
2651;92;138;169;Belarus;Brest;Biaroza
2652;225;191;78;Belarus;Brest;Brest
2653;144;234;243;Belarus;Brest;Drahichyn
2654;152;98;115;Belarus;Brest;Hancavichy
2655;76;50;109;Belarus;Brest;Ivanaw
2656;63;115;223;Belarus;Brest;Ivatsevichy
2657;139;64;231;Belarus;Brest;Kamyanyets
2658;111;230;94;Belarus;Brest;Kobryn
2659;117;215;195;Belarus;Brest;Luninets
2660;65;83;168;Belarus;Brest;Lyakhavichy
2661;119;69;151;Belarus;Brest;Malaryta
2662;54;140;120;Belarus;Brest;Pinsk
2663;141;73;88;Belarus;Brest;Pruzhany
2664;168;128;47;Belarus;Brest;Stolin
2665;77;78;177;Belarus;Brest;Zhabinka
2666;72;50;48;Belarus;Gomel;Aktsyabar
2667;48;235;204;Belarus;Gomel;Brahin
2668;133;146;118;Belarus;Gomel;Buda-Kashalyowa
2669;160;221;248;Belarus;Gomel;Chachersk
2670;250;229;201;Belarus;Gomel;Dobruš
2671;50;195;224;Belarus;Gomel;Gomyel
2672;110;233;183;Belarus;Gomel;Kalinkavichy
2673;64;113;116;Belarus;Gomel;Karma
2674;199;249;45;Belarus;Gomel;Khoyniki
2675;74;128;237;Belarus;Gomel;Loyew
2676;171;251;250;Belarus;Gomel;Lyelchytsy
2677;238;56;51;Belarus;Gomel;Mazyr
2678;86;85;105;Belarus;Gomel;Naroulya
2679;129;82;167;Belarus;Gomel;Pyetrykaw
2680;234;153;116;Belarus;Gomel;Rahachow
2681;83;86;147;Belarus;Gomel;Rechytsa
2682;138;238;133;Belarus;Gomel;Svyetlahorsk
2683;183;116;160;Belarus;Gomel;Vyetka
2684;61;252;52;Belarus;Gomel;Yel'sk
2685;244;82;197;Belarus;Gomel;Žlobin
2686;140;139;147;Belarus;Gomel;Žytkavičy
2687;195;194;94;Belarus;Grodno;Ashmyany
2688;201;159;54;Belarus;Grodno;Astravyets
2689;204;79;192;Belarus;Grodno;Byerastavitsa
2690;240;99;240;Belarus;Grodno;Dzyatlava
2691;107;243;191;Belarus;Grodno;Hrodna
2692;141;123;125;Belarus;Grodno;Iwye
2693;223;201;214;Belarus;Grodno;Karelichy
2694;117;175;203;Belarus;Grodno;Lida
2695;143;145;255;Belarus;Grodno;Masty
2696;95;188;156;Belarus;Grodno;Navahradak
2697;60;166;83;Belarus;Grodno;Shchuchyn
2698;236;92;90;Belarus;Grodno;Slonim
2699;124;160;221;Belarus;Grodno;Smarhon
2700;74;207;136;Belarus;Grodno;Svislach
2701;192;59;197;Belarus;Grodno;Vawkavysk
2702;250;99;186;Belarus;Grodno;Voranava
2703;62;60;74;Belarus;Grodno;Zel'va
2704;208;182;235;Belarus;Minsk;Barysaw
2705;200;90;145;Belarus;Minsk;Byarezino
2706;149;192;185;Belarus;Minsk;Chervyen
2707;207;67;144;Belarus;Minsk;Dzyarzhynsk
2708;53;152;172;Belarus;Minsk;Kapyl
2709;121;92;189;Belarus;Minsk;Klyetsak
2710;141;144;252;Belarus;Minsk;Krupki
2711;155;154;192;Belarus;Minsk;Lahoysk
2712;127;202;205;Belarus;Minsk;Lyuban
2713;133;64;91;Belarus;Minsk;Maladechna
2714;51;62;234;Belarus;Minsk;Minsk
2715;137;125;163;Belarus;Minsk;Myadzyel
2716;75;230;249;Belarus;Minsk;Nyasvizh
2717;110;109;157;Belarus;Minsk;Pukhavichy
2718;112;144;74;Belarus;Minsk;Salihorsk
2719;89;177;233;Belarus;Minsk;Slutsak
2720;142;160;85;Belarus;Minsk;Smalyavichy
2721;239;209;168;Belarus;Minsk;Staryya Darohi
2722;48;99;221;Belarus;Minsk;Stowbtsy
2723;52;105;127;Belarus;Minsk;Uzda
2724;150;124;229;Belarus;Minsk;Valozhyn
2725;232;80;164;Belarus;Minsk;Vileyka
2726;128;85;206;Belarus;Mogilev;Asipovichy
2727;254;109;179;Belarus;Mogilev;Babruysk
2728;86;152;235;Belarus;Mogilev;Bialynichy
2729;138;255;230;Belarus;Mogilev;Bykhaw
2730;77;249;103;Belarus;Mogilev;Chavusy
2731;185;166;181;Belarus;Mogilev;Cherykaw
2732;48;253;220;Belarus;Mogilev;Drybin
2733;164;121;80;Belarus;Mogilev;Hlusk
2734;134;75;201;Belarus;Mogilev;Horki
